cve,legacy_date_published,current_date_published
CVE-2019-4013,2019-04-10,2019-03-11
CVE-2019-4014,2019-04-03,2019-04-02
CVE-2019-4015,2019-03-11,2019-03-08
CVE-2019-4016,2019-03-11,2019-03-08
CVE-2019-4027,2019-03-05,2019-02-28
CVE-2019-4028,2019-03-05,2019-02-28
CVE-2019-4029,2019-03-05,2019-02-28
CVE-2019-4030,2019-03-06,2019-03-04
CVE-2019-4031,2019-10-16,2019-10-09
CVE-2019-4032,2019-03-05,2019-01-31
CVE-2019-4033,2019-04-25,2019-04-19
CVE-2019-4034,2019-03-14,2019-03-11
CVE-2019-4035,2019-03-22,2019-03-11
CVE-2019-4036,2019-10-25,2019-09-09
CVE-2019-4038,2019-02-04,2019-02-01
CVE-2019-4039,2019-05-23,2019-05-21
CVE-2019-4040,2019-01-31,2019-01-29
CVE-2019-4043,2019-04-02,2019-03-29
CVE-2019-4045,2019-04-08,2019-04-04
CVE-2019-4046,2019-03-25,2019-03-21
CVE-2019-4047,2019-04-29,2019-04-23
CVE-2019-4048,2019-06-05,2019-06-03
CVE-2019-4049,2019-08-20,2019-08-05
CVE-2019-4051,2019-04-08,2019-04-03
CVE-2019-4052,2019-03-22,2019-03-20
CVE-2019-4054,2019-07-17,2019-07-10
CVE-2019-4055,2019-04-19,2019-04-16
CVE-2019-4056,2019-06-05,2019-06-03
CVE-2019-4057,2019-07-01,2019-06-27
CVE-2019-4058,2019-05-20,2019-05-16
CVE-2019-4059,2019-02-15,2019-02-12
CVE-2019-4061,2019-02-27,2019-02-18
CVE-2019-4062,2019-07-30,2019-05-31
CVE-2019-4063,2019-03-05,2019-02-28
CVE-2019-4066,2019-06-07,2019-05-31
CVE-2019-4067,2019-06-07,2019-05-31
CVE-2019-4068,2019-06-07,2019-05-31
CVE-2019-4069,2019-06-07,2019-05-31
CVE-2019-4070,2019-06-07,2019-05-31
CVE-2019-4071,2019-05-09,2019-05-07
CVE-2019-4072,2019-05-09,2019-05-07
CVE-2019-4073,2019-04-25,2019-04-20
CVE-2019-4074,2019-04-25,2019-04-20
CVE-2019-4075,2019-04-25,2019-04-20
CVE-2019-4076,2019-04-25,2019-04-20
CVE-2019-4077,2019-04-25,2019-04-20
CVE-2019-4078,2019-05-23,2019-05-21
CVE-2019-4080,2019-04-02,2019-03-26
CVE-2019-4083,2019-06-27,2019-06-25
CVE-2019-4084,2019-06-27,2019-06-25
CVE-2019-4086,2019-09-17,2019-09-04
CVE-2019-4087,2019-07-02,2019-07-01
CVE-2019-4088,2019-07-02,2019-07-01
CVE-2019-4092,2019-04-25,2019-04-22
CVE-2019-4093,2019-04-02,2019-03-14
CVE-2019-4094,2019-03-19,2019-03-12
CVE-2019-4095,2019-12-10,2019-12-09
CVE-2019-4098,2019-12-03,2019-12-02
CVE-2019-4101,2019-07-01,2019-06-27
CVE-2019-4102,2019-07-01,2019-06-27
CVE-2019-4103,2019-06-17,2019-06-14
CVE-2019-4106,2019-09-30,2019-09-25
CVE-2019-4109,2019-09-30,2019-09-25
CVE-2019-4112,2019-09-30,2019-09-25
CVE-2019-4115,2019-09-30,2019-09-25
CVE-2019-4116,2019-07-25,2019-07-23
CVE-2019-4117,2019-08-20,2019-08-13
CVE-2019-4118,2019-07-11,2019-07-08
CVE-2019-4119,2019-05-17,2019-05-15
CVE-2019-4120,2019-08-20,2019-08-13
CVE-2019-4129,2019-07-02,2019-06-28
CVE-2019-4130,2019-12-03,2019-12-02
CVE-2019-4131,2019-07-11,2019-07-01
CVE-2019-4132,2019-08-29,2019-08-23
CVE-2019-4133,2019-08-29,2019-08-26
CVE-2019-4134,2019-07-02,2019-06-28
CVE-2019-4135,2019-06-25,2019-06-21
CVE-2019-4136,2019-06-17,2019-06-13
CVE-2019-4137,2019-05-29,2019-05-23
CVE-2019-4138,2019-05-29,2019-05-23
CVE-2019-4139,2019-05-29,2019-05-23
CVE-2019-4140,2019-07-02,2019-06-28
CVE-2019-4141,2019-09-27,2019-09-25
CVE-2019-4142,2019-06-18,2019-06-14
CVE-2019-4143,2019-04-08,2019-04-02
CVE-2019-4145,2019-06-25,2019-06-21
CVE-2019-4146,2019-04-25,2019-04-20
CVE-2019-4147,2019-09-16,2019-08-02
CVE-2019-4148,2019-04-25,2019-04-20
CVE-2019-4149,2019-09-05,2019-08-30
CVE-2019-4150,2019-06-25,2019-06-21
CVE-2019-4151,2019-06-25,2019-06-21
CVE-2019-4152,2019-06-25,2019-06-21
CVE-2019-4153,2019-06-25,2019-06-21
CVE-2019-4154,2019-07-01,2019-06-27
CVE-2019-4155,2019-04-08,2019-04-04
CVE-2019-4156,2019-06-25,2019-06-21
CVE-2019-4157,2019-06-25,2019-06-21
CVE-2019-4158,2019-06-25,2019-06-21
CVE-2019-4160,2021-01-13,2021-01-12
CVE-2019-4161,2019-06-06,2019-06-04
CVE-2019-4162,2019-06-06,2019-06-04
CVE-2019-4163,2019-07-31,2019-07-26
CVE-2019-4165,2019-07-31,2019-07-26
CVE-2019-4166,2019-04-30,2019-04-26
CVE-2019-4167,2019-08-20,2019-08-14
CVE-2019-4169,2019-08-26,2019-08-16
CVE-2019-4171,2019-09-17,2019-09-09
CVE-2019-4173,2019-06-17,2019-06-13
CVE-2019-4174,2019-06-17,2019-06-13
CVE-2019-4175,2019-09-17,2019-09-09
CVE-2019-4176,2019-06-17,2019-06-13
CVE-2019-4177,2019-06-17,2019-06-13
CVE-2019-4178,2019-04-15,2019-04-10
CVE-2019-4183,2019-09-17,2019-09-13
CVE-2019-4184,2019-05-29,2019-05-24
CVE-2019-4185,2019-06-05,2019-05-06
CVE-2019-4186,2019-09-05,2019-08-27
CVE-2019-4193,2019-07-11,2019-07-05
CVE-2019-4194,2019-07-17,2019-07-11
CVE-2019-4201,2019-06-05,2019-06-03
CVE-2019-4202,2019-04-15,2019-04-10
CVE-2019-4203,2019-04-15,2019-04-10
CVE-2019-4204,2019-05-10,2019-05-09
CVE-2019-4207,2019-05-07,2019-05-03
CVE-2019-4208,2019-05-07,2019-05-03
CVE-2019-4210,2019-04-08,2019-04-04
CVE-2019-4211,2019-07-17,2019-07-10
CVE-2019-4212,2019-07-25,2019-07-22
CVE-2019-4214,2019-11-22,2019-11-21
CVE-2019-4215,2019-11-22,2019-11-20
CVE-2019-4216,2019-11-22,2019-11-20
CVE-2019-4217,2019-06-06,2019-06-04
CVE-2019-4218,2019-06-06,2019-06-04
CVE-2019-4219,2019-06-06,2019-06-04
CVE-2019-4220,2019-06-05,2019-05-30
CVE-2019-4222,2019-04-25,2019-04-20
CVE-2019-4224,2019-06-26,2019-05-31
CVE-2019-4225,2019-06-26,2019-05-31
CVE-2019-4226,2019-12-03,2019-12-02
CVE-2019-4227,2019-10-04,2019-09-25
CVE-2019-4231,2019-12-20,2019-12-19
CVE-2019-4234,2019-06-26,2019-05-31
CVE-2019-4235,2019-06-26,2019-05-31
CVE-2019-4236,2019-07-22,2019-07-18
CVE-2019-4237,2019-07-01,2019-06-27
CVE-2019-4238,2019-04-25,2019-04-19
CVE-2019-4239,2019-06-14,2019-06-07
CVE-2019-4241,2019-06-26,2019-05-31
CVE-2019-4243,2019-11-22,2019-11-20
CVE-2019-4244,2019-12-10,2019-12-09
CVE-2019-4246,2019-10-01,2019-09-27
CVE-2019-4249,2019-06-27,2019-06-25
CVE-2019-4250,2019-06-27,2019-06-25
CVE-2019-4252,2019-06-27,2019-06-25
CVE-2019-4253,2019-08-20,2019-08-07
CVE-2019-4256,2019-05-29,2019-05-22
CVE-2019-4257,2019-06-06,2019-04-29
CVE-2019-4258,2019-05-01,2019-04-29
CVE-2019-4259,2019-05-13,2019-05-10
CVE-2019-4260,2019-07-02,2019-07-01
CVE-2019-4261,2019-08-05,2019-08-01
CVE-2019-4262,2019-09-26,2019-09-24
CVE-2019-4263,2019-07-11,2019-07-01
CVE-2019-4264,2019-05-29,2019-05-24
CVE-2019-4265,2019-10-10,2019-10-07
CVE-2019-4266,2020-05-06,2020-05-05
CVE-2019-4267,2019-07-22,2019-07-18
CVE-2019-4268,2019-09-17,2019-09-16
CVE-2019-4269,2019-06-28,2019-06-26
CVE-2019-4270,2019-09-17,2019-09-16
CVE-2019-4271,2019-09-17,2019-09-03
CVE-2019-4275,2019-08-02,2019-08-01
CVE-2019-4279,2019-05-17,2019-05-16
CVE-2019-4280,2019-09-30,2019-08-02
CVE-2019-4284,2019-08-05,2019-08-01
CVE-2019-4285,2019-07-30,2019-07-25
CVE-2019-4286,2020-04-29,2020-04-28
CVE-2019-4288,2020-04-29,2020-04-28
CVE-2019-4291,2022-02-16,2022-02-15
CVE-2019-4292,2019-07-02,2019-06-28
CVE-2019-4293,2019-05-20,2019-05-17
CVE-2019-4294,2019-08-20,2019-08-13
CVE-2019-4295,2019-07-01,2019-06-28
CVE-2019-4296,2019-07-01,2019-06-28
CVE-2019-4297,2019-07-01,2019-06-28
CVE-2019-4298,2019-07-01,2019-06-28
CVE-2019-4299,2019-07-01,2019-06-28
CVE-2019-4303,2019-06-19,2019-06-17
CVE-2019-4304,2019-09-30,2019-09-26
CVE-2019-4305,2019-09-30,2019-09-26
CVE-2019-4306,2019-10-28,2019-10-22
CVE-2019-4307,2019-10-28,2019-10-22
CVE-2019-4308,2019-08-20,2019-08-13
CVE-2019-4309,2019-10-28,2019-10-22
CVE-2019-4310,2019-08-20,2019-08-16
CVE-2019-4311,2019-10-28,2019-10-24
CVE-2019-4314,2019-10-28,2019-10-23
CVE-2019-4321,2019-09-05,2019-08-30
CVE-2019-4322,2019-07-01,2019-06-27
CVE-2019-4329,2019-10-28,2019-10-23
CVE-2019-4330,2019-10-28,2019-10-22
CVE-2019-4334,2019-11-08,2019-11-05
CVE-2019-4335,2019-12-30,2019-12-20
CVE-2019-4336,2019-07-01,2019-06-28
CVE-2019-4337,2019-07-01,2019-06-28
CVE-2019-4338,2019-08-20,2019-08-16
CVE-2019-4339,2019-10-28,2019-10-23
CVE-2019-4340,2019-08-20,2019-08-16
CVE-2019-4342,2019-09-17,2019-09-13
CVE-2019-4343,2019-12-30,2019-12-20
CVE-2019-4349,2020-11-03,2020-11-02
CVE-2019-4351,2022-02-16,2022-02-15
CVE-2019-4352,2022-02-16,2022-02-15
CVE-2019-4357,2019-07-01,2019-06-27
CVE-2019-4364,2019-06-19,2019-06-17
CVE-2019-4366,2020-08-03,2020-07-30
CVE-2019-4377,2019-06-25,2019-06-17
CVE-2019-4378,2019-09-26,2019-09-17
CVE-2019-4381,2019-06-14,2019-06-12
CVE-2019-4382,2019-06-25,2019-06-15
CVE-2019-4383,2019-07-01,2019-06-27
CVE-2019-4384,2019-06-19,2019-06-17
CVE-2019-4385,2019-06-19,2019-06-17
CVE-2019-4386,2019-07-01,2019-06-27
CVE-2019-4387,2019-11-26,2019-11-25
CVE-2019-4394,2019-10-25,2019-10-23
CVE-2019-4395,2019-10-25,2019-10-23
CVE-2019-4396,2019-10-25,2019-10-23
CVE-2019-4397,2019-10-24,2019-10-23
CVE-2019-4398,2019-10-24,2019-10-23
CVE-2019-4399,2019-10-25,2019-10-23
CVE-2019-4400,2019-10-25,2019-10-23
CVE-2019-4402,2019-08-20,2019-08-13
CVE-2019-4403,2019-06-14,2019-06-12
CVE-2019-4406,2019-11-25,2019-11-22
CVE-2019-4410,2019-07-01,2019-06-28
CVE-2019-4415,2019-07-25,2019-07-23
CVE-2019-4419,2019-08-20,2019-08-05
CVE-2019-4420,2019-08-20,2019-08-05
CVE-2019-4422,2019-10-03,2019-10-01
CVE-2019-4423,2019-09-30,2019-08-02
CVE-2019-4424,2019-08-20,2019-08-06
CVE-2019-4425,2019-08-20,2019-08-02
CVE-2019-4426,2019-12-13,2019-12-12
CVE-2019-4427,2020-02-12,2020-02-05
CVE-2019-4428,2019-12-09,2019-12-06
CVE-2019-4429,2020-02-19,2020-02-18
CVE-2019-4430,2019-07-17,2019-07-15
CVE-2019-4431,2020-02-12,2020-02-11
CVE-2019-4433,2019-08-20,2019-08-14
CVE-2019-4437,2019-08-20,2019-08-13
CVE-2019-4439,2019-07-25,2019-07-23
CVE-2019-4441,2019-10-03,2019-10-02
CVE-2019-4442,2019-09-17,2019-09-16
CVE-2019-4444,2019-12-16,2019-12-09
CVE-2019-4446,2020-04-17,2020-04-16
CVE-2019-4447,2019-08-26,2019-08-21
CVE-2019-4448,2019-08-26,2019-08-21
CVE-2019-4450,2019-11-08,2019-10-31
CVE-2019-4451,2020-02-04,2020-02-03
CVE-2019-4454,2019-11-08,2019-11-06
CVE-2019-4456,2019-07-30,2019-07-26
CVE-2019-4457,2020-02-19,2020-02-18
CVE-2019-4459,2019-10-24,2019-10-23
CVE-2019-4460,2019-08-20,2019-08-03
CVE-2019-4461,2019-10-25,2019-10-23
CVE-2019-4465,2019-12-03,2019-12-02
CVE-2019-4467,2019-12-03,2019-12-02
CVE-2019-4468,2019-12-03,2019-12-02
CVE-2019-4470,2019-11-08,2019-11-06
CVE-2019-4471,2021-05-31,2021-05-28
CVE-2019-4473,2019-08-05,2019-08-01
CVE-2019-4477,2019-09-17,2019-09-16
CVE-2019-4478,2020-05-12,2020-05-11
CVE-2019-4481,2019-08-20,2019-08-13
CVE-2019-4482,2019-08-20,2019-08-13
CVE-2019-4483,2019-08-20,2019-08-13
CVE-2019-4484,2019-08-20,2019-08-13
CVE-2019-4485,2019-08-20,2019-08-13
CVE-2019-4486,2019-10-24,2019-10-22
CVE-2019-4494,2019-10-01,2019-09-27
CVE-2019-4495,2019-10-01,2019-09-27
CVE-2019-4497,2019-10-01,2019-09-27
CVE-2019-4505,2019-09-20,2019-09-18
CVE-2019-4508,2020-01-10,2020-01-09
CVE-2019-4509,2019-11-08,2019-11-06
CVE-2019-4512,2019-10-09,2019-10-08
CVE-2019-4513,2019-08-26,2019-08-21
CVE-2019-4514,2019-10-04,2019-10-02
CVE-2019-4515,2019-09-24,2019-09-19
CVE-2019-4520,2019-10-02,2019-10-01
CVE-2019-4521,2019-12-10,2019-12-09
CVE-2019-4523,2019-10-22,2019-10-16
CVE-2019-4530,2019-11-20,2019-11-19
CVE-2019-4533,2020-08-28,2020-08-27
CVE-2019-4536,2019-08-29,2019-08-23
CVE-2019-4537,2020-02-26,2020-02-25
CVE-2019-4538,2019-10-02,2019-10-01
CVE-2019-4539,2019-10-02,2019-10-01
CVE-2019-4540,2020-02-04,2020-02-03
CVE-2019-4541,2020-02-04,2020-02-03
CVE-2019-4542,2019-10-02,2019-10-01
CVE-2019-4545,2020-10-08,2020-10-07
CVE-2019-4546,2019-10-28,2019-10-23
CVE-2019-4547,2020-10-29,2020-10-28
CVE-2019-4548,2020-02-04,2020-02-03
CVE-2019-4549,2019-10-02,2019-10-01
CVE-2019-4550,2020-02-04,2020-02-03
CVE-2019-4551,2020-02-04,2020-02-03
CVE-2019-4552,2020-10-15,2020-10-14
CVE-2019-4553,2020-03-24,2020-03-13
CVE-2019-4555,2019-12-20,2019-12-19
CVE-2019-4556,2019-11-08,2019-11-01
CVE-2019-4557,2020-02-25,2020-02-24
CVE-2019-4558,2019-10-09,2019-10-07
CVE-2019-4559,2020-01-10,2020-01-09
CVE-2019-4560,2019-12-16,2019-12-13
CVE-2019-4561,2019-11-20,2019-11-19
CVE-2019-4562,2020-02-04,2020-02-03
CVE-2019-4563,2020-10-29,2020-10-28
CVE-2019-4564,2019-10-04,2019-10-02
CVE-2019-4565,2019-09-20,2019-09-17
CVE-2019-4566,2019-09-24,2019-09-20
CVE-2019-4568,2020-01-28,2020-01-24
CVE-2019-4569,2019-11-22,2019-11-20
CVE-2019-4570,2019-11-22,2019-11-20
CVE-2019-4571,2019-09-25,2019-09-23
CVE-2019-4572,2019-10-14,2019-10-10
CVE-2019-4575,2022-06-15,2022-06-14
CVE-2019-4576,2020-06-10,2020-06-09
CVE-2019-4579,2020-08-28,2020-08-27
CVE-2019-4581,2019-11-08,2019-11-05
CVE-2019-4582,2020-08-13,2020-08-12
CVE-2019-4583,2020-02-20,2020-02-19
CVE-2019-4588,2021-05-26,2021-05-25
CVE-2019-4589,2020-08-03,2020-07-30
CVE-2019-4591,2020-07-13,2020-07-10
CVE-2019-4592,2020-02-13,2020-02-12
CVE-2019-4593,2020-04-15,2020-04-14
CVE-2019-4594,2020-04-15,2020-04-14
CVE-2019-4595,2020-02-24,2020-02-20
CVE-2019-4596,2020-02-26,2020-02-25
CVE-2019-4597,2020-02-26,2020-02-25
CVE-2019-4598,2020-02-26,2020-02-25
CVE-2019-4600,2019-10-28,2019-10-24
CVE-2019-4601,2020-04-08,2020-04-07
CVE-2019-4602,2020-04-08,2020-04-07
CVE-2019-4603,2020-04-08,2020-04-07
CVE-2019-4606,2019-12-12,2019-12-11
CVE-2019-4608,2020-03-10,2020-03-09
CVE-2019-4609,2019-12-18,2019-12-17
CVE-2019-4611,2019-12-09,2019-12-06
CVE-2019-4612,2019-12-09,2019-12-06
CVE-2019-4613,2020-02-05,2020-02-04
CVE-2019-4614,2020-01-28,2020-01-24
CVE-2019-4616,2020-02-05,2020-02-04
CVE-2019-4617,2020-03-16,2020-03-13
CVE-2019-4619,2020-03-16,2020-03-13
CVE-2019-4620,2020-01-28,2020-01-23
CVE-2019-4621,2019-12-09,2019-12-05
CVE-2019-4623,2019-12-30,2019-12-20
CVE-2019-4631,2020-01-28,2020-01-24
CVE-2019-4632,2020-01-28,2020-01-24
CVE-2019-4633,2020-01-28,2020-01-24
CVE-2019-4635,2020-01-28,2020-01-24
CVE-2019-4636,2020-01-28,2020-01-24
CVE-2019-4637,2020-01-28,2020-01-24
CVE-2019-4638,2020-01-28,2020-01-24
CVE-2019-4639,2020-01-28,2020-01-24
CVE-2019-4640,2020-02-19,2020-02-18
CVE-2019-4644,2020-04-17,2020-04-16
CVE-2019-4645,2019-11-08,2019-11-05
CVE-2019-4650,2020-06-26,2020-06-24
CVE-2019-4651,2020-01-09,2020-01-08
CVE-2019-4652,2019-11-12,2019-11-11
CVE-2019-4653,2021-05-31,2021-05-28
CVE-2019-4654,2020-04-15,2020-04-14
CVE-2019-4655,2019-12-30,2019-12-20
CVE-2019-4656,2020-03-16,2020-03-13
CVE-2019-4663,2019-12-10,2019-12-09
CVE-2019-4665,2019-12-11,2019-12-10
CVE-2019-4666,2020-02-13,2020-02-12
CVE-2019-4667,2020-05-11,2020-05-08
CVE-2019-4668,2020-04-23,2020-04-21
CVE-2019-4669,2020-02-27,2020-02-26
CVE-2019-4670,2020-02-05,2020-02-04
CVE-2019-4671,2020-09-15,2020-09-14
CVE-2019-4672,2020-02-25,2020-02-24
CVE-2019-4674,2020-02-04,2020-02-03
CVE-2019-4675,2020-02-04,2020-02-03
CVE-2019-4676,2020-07-01,2020-06-30
CVE-2019-4679,2020-01-28,2020-01-24
CVE-2019-4680,2020-10-20,2020-10-19
CVE-2019-4681,2020-03-24,2020-03-23
CVE-2019-4686,2020-08-26,2020-08-24
CVE-2019-4687,2021-01-13,2021-01-12
CVE-2019-4688,2020-08-26,2020-08-24
CVE-2019-4689,2020-08-26,2020-08-24
CVE-2019-4691,2020-08-26,2020-08-24
CVE-2019-4692,2020-08-26,2020-08-24
CVE-2019-4693,2020-08-26,2020-08-24
CVE-2019-4694,2020-08-26,2020-08-24
CVE-2019-4695,2020-08-26,2020-08-24
CVE-2019-4697,2020-08-26,2020-08-24
CVE-2019-4698,2020-08-26,2020-08-24
CVE-2019-4699,2020-08-26,2020-08-24
CVE-2019-4701,2020-08-26,2020-08-24
CVE-2019-4702,2021-01-13,2021-01-12
CVE-2019-4703,2020-02-24,2020-02-21
CVE-2019-4704,2020-07-01,2020-06-30
CVE-2019-4705,2020-07-01,2020-06-30
CVE-2019-4706,2020-07-01,2020-06-30
CVE-2019-4707,2020-01-28,2020-01-27
CVE-2019-4713,2020-08-26,2020-08-24
CVE-2019-4715,2019-12-11,2019-12-10
CVE-2019-4716,2019-12-18,2019-12-17
CVE-2019-4718,2020-03-23,2020-03-20
CVE-2019-4719,2020-03-16,2020-03-13
CVE-2019-4720,2020-01-31,2020-01-30
CVE-2019-4722,2021-05-31,2021-05-28
CVE-2019-4723,2021-05-31,2021-05-28
CVE-2019-4724,2021-05-31,2021-05-28
CVE-2019-4725,2020-10-06,2020-10-05
CVE-2019-4726,2020-02-26,2020-02-25
CVE-2019-4728,2021-01-05,2021-01-04
CVE-2019-4729,2020-04-27,2020-04-24
CVE-2019-4730,2021-05-31,2021-05-28
CVE-2019-4731,2020-07-28,2020-07-27
CVE-2019-4732,2020-02-03,2020-01-31
CVE-2019-4735,2020-04-23,2020-04-14
CVE-2019-4736,2019-12-20,2019-12-19
CVE-2019-4737,2020-04-08,2020-04-07
CVE-2019-4738,2020-12-10,2020-12-09
CVE-2019-4740,2020-04-08,2020-04-07
CVE-2019-4741,2020-02-12,2020-02-10
CVE-2019-4742,2019-12-20,2019-12-19
CVE-2019-4743,2019-12-20,2019-12-19
CVE-2019-4744,2019-12-20,2019-12-19
CVE-2019-4745,2020-02-24,2020-02-21
CVE-2019-4746,2020-04-08,2020-04-07
CVE-2019-4747,2020-07-16,2020-07-15
CVE-2019-4748,2020-07-16,2020-07-15
CVE-2019-4749,2020-04-17,2020-04-16
CVE-2019-4750,2020-04-24,2020-04-23
CVE-2019-4751,2020-04-24,2020-04-23
CVE-2019-4752,2020-02-20,2020-02-19
CVE-2019-4762,2020-04-16,2020-04-15
CVE-2019-5005,2019-01-03,2022-10-03
CVE-2019-5006,2019-01-03,2022-10-03
CVE-2019-5007,2019-01-03,2022-10-03
CVE-2019-5009,2019-01-04,2022-10-03
CVE-2019-5015,2019-03-08,2019-03-06
CVE-2019-5310,2019-01-04,2022-10-03
CVE-2019-5488,2019-01-07,2022-10-03
CVE-2019-5615,2019-04-09,2019-01-30
CVE-2019-5616,2019-03-15,2019-03-12
CVE-2019-5617,2019-11-06,2019-09-10
CVE-2019-5618,2020-04-29,2010-08-17
CVE-2019-5619,2020-04-29,2010-10-12
CVE-2019-5620,2020-04-29,2013-04-05
CVE-2019-5621,2020-04-29,2013-06-30
CVE-2019-5622,2020-04-29,2011-03-11
CVE-2019-5623,2020-04-29,2011-03-11
CVE-2019-5624,2019-04-30,2019-04-24
CVE-2019-5629,2019-07-12,2019-05-29
CVE-2019-5631,2019-08-19,2019-07-10
CVE-2019-5632,2019-08-22,2019-08-01
CVE-2019-5633,2019-08-22,2019-08-01
CVE-2019-5634,2019-08-22,2019-08-01
CVE-2019-5635,2019-08-22,2019-08-01
CVE-2019-5636,2019-11-21,2019-10-08
CVE-2019-5637,2019-11-21,2019-10-08
CVE-2019-5638,2019-08-21,2019-08-15
CVE-2019-5640,2021-11-22,2021-11-17
CVE-2019-5641,2022-09-21,2022-08-30
CVE-2019-5642,2019-11-06,2019-09-12
CVE-2019-5643,2019-11-06,2019-09-10
CVE-2019-5644,2019-11-06,2019-09-10
CVE-2019-5645,2020-09-01,2019-10-09
CVE-2019-5647,2020-01-22,2019-08-20
CVE-2019-5648,2020-03-12,2020-03-05
CVE-2019-5665,2019-02-27,2019-02-22
CVE-2019-5666,2019-02-27,2019-02-22
CVE-2019-5667,2019-02-27,2019-02-22
CVE-2019-5668,2019-02-27,2019-02-22
CVE-2019-5669,2019-02-27,2019-02-22
CVE-2019-5670,2019-02-27,2019-02-22
CVE-2019-5671,2019-02-27,2019-02-22
CVE-2019-5720,2019-01-08,2022-10-03
CVE-2019-5725,2019-01-08,2022-10-03
CVE-2019-6127,2019-01-11,2022-10-03
CVE-2019-6132,2019-01-11,2022-10-03
CVE-2019-6139,2019-02-07,2019-01-24
CVE-2019-6149,2019-03-15,2019-03-14
CVE-2019-6154,2019-04-10,2019-04-04
CVE-2019-6155,2019-04-22,2019-04-18
CVE-2019-6156,2019-04-10,2019-04-04
CVE-2019-6157,2019-04-22,2019-04-18
CVE-2019-6158,2019-05-03,2019-05-02
CVE-2019-6159,2019-08-19,2019-08-08
CVE-2019-6161,2019-09-26,2019-09-24
CVE-2019-6163,2019-06-26,2019-06-25
CVE-2019-6165,2019-08-19,2019-08-08
CVE-2019-6166,2019-06-26,2019-06-25
CVE-2019-6167,2019-06-26,2019-06-25
CVE-2019-6168,2019-06-26,2019-06-25
CVE-2019-6169,2019-06-26,2019-06-25
CVE-2019-6171,2019-08-19,2019-08-08
CVE-2019-6177,2019-08-21,2019-08-20
CVE-2019-6178,2019-08-19,2019-08-16
CVE-2019-6246,2019-01-12,2022-10-03
CVE-2019-6248,2019-01-12,2022-10-03
CVE-2019-6257,2019-01-14,2022-10-03
CVE-2019-6278,2019-01-14,2022-10-03
CVE-2019-6285,2019-01-14,2022-10-03
CVE-2019-6290,2019-01-14,2022-10-03
CVE-2019-6291,2019-01-14,2022-10-03
CVE-2019-6292,2019-01-14,2022-10-03
CVE-2019-6293,2019-01-14,2022-10-03
CVE-2019-6295,2019-01-15,2022-10-03
CVE-2019-6296,2019-01-15,2022-10-03
CVE-2019-6440,2019-01-15,2022-10-03
CVE-2019-6465,2019-10-09,2019-02-21
CVE-2019-6467,2019-10-09,2019-04-24
CVE-2019-6468,2019-10-09,2019-04-24
CVE-2019-6469,2019-10-09,2019-05-29
CVE-2019-6470,2019-11-01,2019-05-11
CVE-2019-6471,2019-10-09,2019-06-19
CVE-2019-6472,2019-10-16,2019-08-28
CVE-2019-6473,2019-10-16,2019-08-28
CVE-2019-6474,2019-10-16,2019-08-28
CVE-2019-6475,2019-10-17,2019-10-16
CVE-2019-6476,2019-10-17,2019-10-16
CVE-2019-6477,2019-11-26,2019-11-20
CVE-2019-6487,2019-01-18,2022-10-03
CVE-2019-6497,2019-01-19,2022-10-03
CVE-2019-6503,2019-01-22,2022-10-03
CVE-2019-6504,2019-02-05,2019-01-24
CVE-2019-6517,2019-02-06,2019-01-29
CVE-2019-6527,2019-02-12,2019-02-05
CVE-2019-6533,2019-02-12,2019-02-05
CVE-2019-6535,2019-02-05,2019-01-29
CVE-2019-6537,2019-02-12,2019-02-05
CVE-2019-6539,2019-02-12,2019-02-05
CVE-2019-6541,2019-02-12,2019-02-05
CVE-2019-6543,2019-02-12,2019-02-05
CVE-2019-6545,2019-02-12,2019-02-05
CVE-2019-6547,2019-02-28,2019-02-19
CVE-2019-6549,2019-02-12,2019-02-05
CVE-2019-6551,2019-02-28,2019-02-14
CVE-2019-6555,2019-02-28,2019-02-19
CVE-2019-6589,2019-02-13,2019-01-29
CVE-2019-6590,2019-02-05,2019-01-29
CVE-2019-6591,2019-02-05,2019-01-29
CVE-2019-6596,2019-03-13,2019-03-11
CVE-2019-6597,2019-03-13,2019-03-11
CVE-2019-6598,2019-03-13,2019-03-11
CVE-2019-6599,2019-03-13,2019-03-11
CVE-2019-6600,2019-03-13,2019-03-11
CVE-2019-6601,2019-03-13,2019-03-11
CVE-2019-6691,2019-01-23,2022-10-03
CVE-2019-6805,2019-01-25,2022-10-03
CVE-2019-6957,2019-05-29,2019-04-04
CVE-2019-6958,2019-05-29,2019-03-04
CVE-2019-6982,2019-01-28,2022-10-03
CVE-2019-6983,2019-01-28,2022-10-03
CVE-2019-6984,2019-01-28,2022-10-03
CVE-2019-6985,2019-01-28,2022-10-03
CVE-2019-6990,2019-01-28,2022-10-03
CVE-2019-6991,2019-01-28,2022-10-03
CVE-2019-6992,2019-01-28,2022-10-03
CVE-2019-7003,2019-07-11,2019-07-09
CVE-2019-7168,2019-01-29,2022-10-03
CVE-2019-7169,2019-01-29,2022-10-03
CVE-2019-7170,2019-01-29,2022-10-03
CVE-2019-7171,2019-01-29,2022-10-03
CVE-2019-7172,2019-01-29,2022-10-03
CVE-2019-7173,2019-01-29,2022-10-03
CVE-2019-7198,2020-12-09,2020-12-07
CVE-2019-7233,2019-01-30,2022-10-03
CVE-2019-7295,2019-01-31,2022-10-03
